,旅遊公司名稱,標題:,網址,出發日期,#行程編號:行程1,成團狀況(團位),成團狀況(可售),成團狀況(補位),成團狀況(如成形show否則為空),交通資訊 ,旅遊行程,總天數,價格,住宿點
493,雄獅旅遊,台南旅遊│烏山頭水庫遊船.大崎村落創意基地體驗.十鼓文創園區.台南三井OUTLET二日,https://travel.liontravel.com//detail?NormGroupID=a01696d3-3bd8-4e7b-8c4b-2fd5ac1bf5ba&GroupID=24TS523WS2-M&Platform=app,2024/05/30 (四),1,36,35,報名,,無交通資訊,"['08:50台南高鐵站集合→09:00出發→09:50烏山頭水庫風景區(遊船+午餐)→14:00大崎村落創意園區(專人導覽+DIY)→17:00老爺行旅check in→晚餐自理', '09:20飯店check out→09:50台鉅美妝觀光工廠→11:20十鼓文創園區(午餐+一票暢遊全區設施)→16:00MITSUI OUTLET PARK 台南→18:00台南高鐵站']",共2天,"TWD 5,399",['Day:1老爺行旅或同級']
494,雄獅旅遊,台南旅遊│烏山頭水庫遊船.大崎村落創意基地體驗.十鼓文創園區.台南三井OUTLET二日,https://travel.liontravel.com//detail?NormGroupID=a01696d3-3bd8-4e7b-8c4b-2fd5ac1bf5ba&GroupID=24TS523WS2-M&Platform=app,2024/05/31 (五),1,36,35,報名,,無交通資訊,"['08:50台南高鐵站集合→09:00出發→09:50烏山頭水庫風景區(遊船+午餐)→14:00大崎村落創意園區(專人導覽+DIY)→17:00老爺行旅check in→晚餐自理', '09:20飯店check out→09:50台鉅美妝觀光工廠→11:20十鼓文創園區(午餐+一票暢遊全區設施)→16:00MITSUI OUTLET PARK 台南→18:00台南高鐵站']",共2天,"TWD 5,399",['Day:1老爺行旅或同級']
495,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/11 (二),1,31,30,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
496,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/14 (五),1,31,30,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
497,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/18 (二),1,31,27,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
498,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/21 (五),1,31,30,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
499,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/25 (二),1,31,30,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
500,雄獅旅遊,台南旅遊｜黑橋牌香腸博物館.安平老街商圈.4大月老廟.台南知事官邸1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=622e03ea-2b02-4368-9c71-3b29745e784c&GroupID=24TS611FRA-K&Platform=app,2024/06/28 (五),1,31,28,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['08:20文化中心五福路大門口前集合-08:30準時出發09:00台鐵新左營站1樓出發10:00黑橋牌香腸博物館11:30 安平老街美食商圈→阿財/文章牛肉湯大比拚13:30 4大月老廟！大觀音亭、重慶寺、大天后宮、祀典武廟16:00 台南知事官邸17:00 賦歸'],共1天,TWD 650,['Day:1溫暖的家']
501,雄獅旅遊,南投旅遊｜喝喝茶.日月潭遊湖.紫南宮招財祈福.寶湖宮.入住日月潭大淶閣飯店二日｜高雄台南出發,https://travel.liontravel.com//detail?NormGroupID=d7a93c96-f621-45f3-942b-9ef1f3617ab1&GroupID=24TM603WUX-K&Platform=app,2024/06/03 (一),1,31,6,報名,成行,"出發地點
台南高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓平實公園
集合說明",無行程資料,共2天,"TWD 3,499",[]
502,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/19 (日),1,7,7,額滿,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
503,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/21 (二),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
504,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/22 (三),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
505,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/23 (四),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
506,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/24 (五),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
507,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/25 (六),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
508,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/26 (日),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
509,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/28 (二),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
510,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/29 (三),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
511,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/30 (四),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
512,雄獅旅遊,【花蓮出發．兩人成行】縱谷之最，盡收眼底．雲山水夢幻湖．林田山文化園區．馬太鞍欣綠農園．大農大富平地森林園區1日,https://travel.liontravel.com//detail?NormGroupID=763b3c09-d618-4d13-a220-d8b6664700af&GroupID=24TE519ZCX-FH&Platform=app,2024/05/31 (五),1,7,7,報名,,無交通資訊,['08:30花蓮市區飯店/火車站出發雲山水夢幻湖（門票自理）林田山馬太鞍欣綠農園光復糖廠平地森林園區～大農大富回程'],共1天,"TWD 1,799",[]
513,雄獅旅遊,台南旅遊｜臺南400｜鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠.花園夜市1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=3b6008ff-0b6b-4c31-a505-6bd3c5ad7c5b&GroupID=24TS525NIG-K&Platform=app,2024/05/25 (六),1,35,6,報名,成行,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['10:30高雄文化中心五福路大門前集合10:40出發11:10台鐵新左營站1樓(雄獅門市前)出發12:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽14:30安平航海城~鐵達尼號經典場景16:00安平老街18:00台南花園夜市預計19:30返程'],共1天,TWD 949,['Day:1溫暖的家']
514,雄獅旅遊,連假高屏旅遊｜親子同遊.美濃旗山.義大商城.海生館.後壁湖星砂灣.龍鑾潭.可茵山三日遊,https://travel.liontravel.com//detail?NormGroupID=c28b41b9-19d4-4fe5-806d-b2728aa0b01a&GroupID=24TS608TUA-T&Platform=app,2024/06/08 (六),1,37,0,請洽專員,成行,"出發地點
台北
集合地點
台北雄獅 站前門市中壢新屋交流道 肯德基KFC-中壢民族餐廳前
集合說明","['07:00台北火車站／北二門內／站前門市→07:50桃園地區旅客→12:30美濃民俗村→14:00美濃擂茶DIY體驗→15:30旗山糖廠→17:00義大天悅飯店check in', '08:00飯店集合出發→10:00國立海洋生物博物館→13:00後壁湖→14:00星砂灣燈塔→15:00貓鼻頭→16:30福容徠旅墾丁check in', '10:00飯店集合出發→10:30龍鑾潭自然中心→12:00福安宮→14:00可茵山可可莊園枋寮旗艦館→15:00返程→21:00預計抵達出發地']",共3天,"TWD 8,299","['Day:1義大天悅飯店', 'Day:2福容徠旅 墾丁']"
515,雄獅旅遊,高雄旅遊｜寒軒飯店.蓮池潭蓮花季.輕軌體驗.澄清湖.百年舊鐵橋二日遊｜大人囝仔,https://travel.liontravel.com//detail?NormGroupID=bf170acb-afa7-4839-8908-eeabc6188026&GroupID=24TS524SHE-T&Platform=app,2024/05/24 (五),1,36,34,額滿,,"出發地點
台北
集合地點
台北雄獅 站前門市中壢新屋交流道 肯德基KFC-中壢民族餐廳前
集合說明","['07:00台北火車站／北二門內／站前門市→11:30台南市區中餐→13:30蓮池潭風景區(5-10月蓮花季)→15:30高雄輕軌(★需自行捷運付費)→C21輕軌美術館站/龍貓隧道→C12駁二大義站→大港橋→17:30寒軒國際大飯店check in', '09:30飯店集合出發→10:00澄清湖風景區→12:00大東文化藝術中心→13:30三和瓦窯→舊鐵橋濕地公園→15:30返程→20:00預計抵達出發地']",共2天,"TWD 3,099","['Day:1寒軒國際大飯店 或', 'Day:2或同級']"
516,雄獅旅遊,高雄旅遊｜義大皇家飯店.華一農場.勝利星村.月世界地景.阿公店風景區.山上花園水道二日遊｜大人囝仔,https://travel.liontravel.com//detail?NormGroupID=9729fe93-0f2a-47c4-a6bc-d819ee03d608&GroupID=24TS524ED1-T&Platform=app,2024/05/24 (五),1,36,20,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市中壢新屋交流道 肯德基KFC-中壢民族餐廳前
集合說明","['07:00台北火車站／北二門內／站前門市→07:10集合出發→07:50桃園地區旅客→12:00田寮月世界→14:30阿公店風景區→17:00義大皇家酒店', '10:00飯店集合出發→10:30華一休閒農場→12:00勝利星村創意生活園區V.I.PZONE→14:30臺南山上花園水道博物館-博物館區→16:00返程→20:30預計抵達出發地']",共2天,"TWD 3,799",['Day:1義大皇家酒店']
517,雄獅旅遊,高雄旅遊｜義大皇家飯店.華一農場.勝利星村.月世界地景.阿公店風景區.山上花園水道二日遊｜大人囝仔,https://travel.liontravel.com//detail?NormGroupID=9729fe93-0f2a-47c4-a6bc-d819ee03d608&GroupID=24TS524ED1-T&Platform=app,2024/05/31 (五),1,36,14,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市中壢新屋交流道 肯德基KFC-中壢民族餐廳前
集合說明","['07:00台北火車站／北二門內／站前門市→07:10集合出發→07:50桃園地區旅客→12:00田寮月世界→14:30阿公店風景區→17:00義大皇家酒店', '10:00飯店集合出發→10:30華一休閒農場→12:00勝利星村創意生活園區V.I.PZONE→14:30臺南山上花園水道博物館-博物館區→16:00返程→20:30預計抵達出發地']",共2天,"TWD 3,799",['Day:1義大皇家酒店']
518,雄獅旅遊,新北旅遊｜漫遊北海岸.茶山步道絕美竹林.石門洞.湛藍海上觀景台.老梅迷宮.富貴角海景1日｜大人囝仔,https://travel.liontravel.com//detail?NormGroupID=da4db1f6-567d-424f-8d72-40f9a34a542c&GroupID=24TN531FLD-T&Platform=app,2024/05/31 (五),1,37,35,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市捷運淡水站(僅供下車)
集合說明",['台北車站0730集合、0740出發→0900茶山步道→1100石門洞→1140富基漁港→1300富貴角燈塔(週一休園不開放)、老梅迷宮→1500芝蘭公園海上觀景平台→1630捷運淡水站(僅供下客)→1730返抵台北車站'],共1天,TWD 749,['Day:1溫暖的家']
519,雄獅旅遊,迎夏限定環島|賞雙金花~阿勃勒黃金雨x梅山金針·柚園星空x暮光柚宴·童話屋遊船·藍皮解憂·火車去高鐵回3日,https://travel.liontravel.com//detail?NormGroupID=bd1205a7-ad6e-4c3d-8a30-126437d71548&GroupID=24TN521TWG-T&Platform=app,2024/05/21 (二),1,31,9,額滿,成行,"出發地點
台北
集合地點
台北雄獅 站前門市
集合說明","['10:10台北車站 雄獅站前門市集合預計搭乘10:40左右台北出發之班次，前往 花蓮火車站、贈午餐台鐵便當 花蓮火車站出發 星巴克理想門市 &水岸乘船遊湖體驗 柚子特色晚餐、夜探柚園&星空解說 花蓮瑞穗飯店', '08:30飯店出發09:30 富里花海稻草藝術季11:30 台東原生應用植物園、養生汆燙鍋、藥草導覽14:00抵達台東車站，搭乘14:45藍皮解憂號15:28金崙部落走讀(車上享用原味下午茶) 17:31抵達枋山車站(站前廣場看夕陽晚霞)18:05枋寮車站下車預計19:30入住高雄飯店、飯店周邊自理', '09:30出發 欣賞黃金雨~阿勃勒黃金步道 或 欣賞初夏粉嫩~六甲蓮花 12:30 菁寮老街、割稻飯 14:40 梅問屋梅子元氣館 15:20 梅山橫山屏休閒園區~賞金針花 預計17:00 抵達雲林高鐵站，搭乘高鐵返回台北']",共3天,"TWD 10,999",[]
520,雄獅旅遊,迎夏限定環島|賞雙金花~阿勃勒黃金雨x梅山金針·柚園星空x暮光柚宴·童話屋遊船·藍皮解憂·火車去高鐵回3日,https://travel.liontravel.com//detail?NormGroupID=bd1205a7-ad6e-4c3d-8a30-126437d71548&GroupID=24TN521TWG-T&Platform=app,2024/05/28 (二),1,21,8,報名,成行,"出發地點
台北
集合地點
台北雄獅 站前門市
集合說明","['10:10台北車站 雄獅站前門市集合預計搭乘10:40左右台北出發之班次，前往 花蓮火車站、贈午餐台鐵便當 花蓮火車站出發 星巴克理想門市 &水岸乘船遊湖體驗 柚子特色晚餐、夜探柚園&星空解說 花蓮瑞穗飯店', '08:30飯店出發09:30 富里花海稻草藝術季11:30 台東原生應用植物園、養生汆燙鍋、藥草導覽14:00抵達台東車站，搭乘14:45藍皮解憂號15:28金崙部落走讀(車上享用原味下午茶) 17:31抵達枋山車站(站前廣場看夕陽晚霞)18:05枋寮車站下車預計19:30入住高雄飯店、飯店周邊自理', '09:30出發 欣賞黃金雨~阿勃勒黃金步道 或 欣賞初夏粉嫩~六甲蓮花 12:30 菁寮老街、割稻飯 14:40 梅問屋梅子元氣館 15:20 梅山橫山屏休閒園區~賞金針花 預計17:00 抵達雲林高鐵站，搭乘高鐵返回台北']",共3天,"TWD 10,999","['Day:1蜜滋賀溫泉大飯店 或', 'Day:2虎爺溫泉會館 或', 'Day:3同級', 'Day:4城市商旅高雄真愛館 或', 'Day:5城市商旅高雄駁二館 或', 'Day:6翰品酒店 高雄 或', 'Day:7同級', 'Day:8溫暖的家']"
521,雄獅旅遊,台南旅遊｜臺南400【大人囝仔】鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=410641e1-a82c-40fd-83ee-09d56de82459&GroupID=24TS604ANP-K&Platform=app,2024/06/04 (二),1,37,35,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['09:50高雄文化中心五福路大門前集合10:00出發10:30台鐵新左營站1樓(雄獅門市前)出發11:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽13:30安平航海城~鐵達尼號經典場景15:00安平老街16:30香腸博物館17:30賦歸'],共1天,TWD 849,['Day:1溫暖的家']
522,雄獅旅遊,台南旅遊｜臺南400【大人囝仔】鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=410641e1-a82c-40fd-83ee-09d56de82459&GroupID=24TS604ANP-K&Platform=app,2024/06/07 (五),2,37,12,報名,成行,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['09:50高雄文化中心五福路大門前集合10:00出發10:30台鐵新左營站1樓(雄獅門市前)出發11:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽13:30安平航海城~鐵達尼號經典場景15:00安平老街16:30香腸博物館17:30賦歸'],共1天,TWD 849,['Day:1溫暖的家']
523,雄獅旅遊,台南旅遊｜臺南400【大人囝仔】鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=410641e1-a82c-40fd-83ee-09d56de82459&GroupID=24TS604ANP-K&Platform=app,2024/06/12 (三),1,37,35,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['09:50高雄文化中心五福路大門前集合10:00出發10:30台鐵新左營站1樓(雄獅門市前)出發11:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽13:30安平航海城~鐵達尼號經典場景15:00安平老街16:30香腸博物館17:30賦歸'],共1天,TWD 849,['Day:1溫暖的家']
524,雄獅旅遊,台南旅遊｜臺南400【大人囝仔】鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=410641e1-a82c-40fd-83ee-09d56de82459&GroupID=24TS604ANP-K&Platform=app,2024/06/21 (五),1,37,35,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['09:50高雄文化中心五福路大門前集合10:00出發10:30台鐵新左營站1樓(雄獅門市前)出發11:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽13:30安平航海城~鐵達尼號經典場景15:00安平老街16:30香腸博物館17:30賦歸'],共1天,TWD 849,['Day:1溫暖的家']
525,雄獅旅遊,台南旅遊｜臺南400【大人囝仔】鐵達尼經典場景~安平航海城.安平老街.奇美幸福工廠1日｜高雄出發,https://travel.liontravel.com//detail?NormGroupID=410641e1-a82c-40fd-83ee-09d56de82459&GroupID=24TS604ANP-K&Platform=app,2024/06/28 (五),1,37,35,報名,,"出發地點
高雄
集合地點
高雄文化中心五福路門口台鐵新左營站1樓
集合說明",['09:50高雄文化中心五福路大門前集合10:00出發10:30台鐵新左營站1樓(雄獅門市前)出發11:00奇美食品幸福工廠~午餐在此享用自助餐吃到飽13:30安平航海城~鐵達尼號經典場景15:00安平老街16:30香腸博物館17:30賦歸'],共1天,TWD 849,['Day:1溫暖的家']
526,雄獅旅遊,高雄旅遊｜旗山.旗津.雙旗之旅.月世界.CNN推薦.春秋閣.海港城美食.五星漢來二日遊｜大人囝仔,https://travel.liontravel.com//detail?NormGroupID=7a482028-b8ea-4f9e-8387-88bbbc36b3cb&GroupID=24TS530SSB-T&Platform=app,2024/05/30 (四),1,36,29,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市中壢新屋交流道 肯德基KFC-中壢民族餐廳前
集合說明","['07:00台北火車站／北二門內／站前門市→07:10準時出發→07:50桃園地區旅客→10:30嘉義東市場→14:30旗津風車公園→旗津老街→旗津渡輪→17:00駁二藝術特區→18:00漢來大飯店', '10:30蓮池潭風景區→12:00美濃民俗村→13:00旗山老街→14:30田寮月世界→15:30返程→20:00預計抵達出發地']",共2天,"TWD 4,999","['Day:1漢來大飯店 或', 'Day:2或同等級']"
527,雄獅旅遊,旅展優惠價｜新北旅遊｜新北最大雙溪荷花園.小鎮散步.乘平溪線列車訪三貂嶺秘境聚落1日,https://travel.liontravel.com//detail?NormGroupID=ae21a810-c902-45fa-9d40-fe4c46d09972&GroupID=24TN607LTS-T&Platform=app,2024/06/07 (五),1,37,32,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市雄獅南港車站門市
集合說明",['台北車站07:30集合、07:40出發→約08:05~08:15捷運南港站2號出口出發→09:00瑞三鑛業整煤廠→10:12自猴硐車站搭乘區間車，10:16抵達三貂嶺車站→三貂嶺聚落導覽→12:10自三貂嶺車站搭乘區間車，12:25抵達十分車站，十分老街午餐自理→14:20雙溪小鎮散步－雙溪三忠廟、渡船頭、打鐵舖→15:20雙溪荷花園→約17:00抵達捷運南港站→約17:30抵達台北車站'],共1天,TWD 699,['Day:1溫暖的家']
528,雄獅旅遊,旅展優惠價｜新北旅遊｜新北最大雙溪荷花園.小鎮散步.乘平溪線列車訪三貂嶺秘境聚落1日,https://travel.liontravel.com//detail?NormGroupID=ae21a810-c902-45fa-9d40-fe4c46d09972&GroupID=24TN607LTS-T&Platform=app,2024/06/09 (日),1,37,33,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市雄獅南港車站門市
集合說明",['台北車站07:30集合、07:40出發→約08:05~08:15捷運南港站2號出口出發→09:00瑞三鑛業整煤廠→10:12自猴硐車站搭乘區間車，10:16抵達三貂嶺車站→三貂嶺聚落導覽→12:10自三貂嶺車站搭乘區間車，12:25抵達十分車站，十分老街午餐自理→14:20雙溪小鎮散步－雙溪三忠廟、渡船頭、打鐵舖→15:20雙溪荷花園→約17:00抵達捷運南港站→約17:30抵達台北車站'],共1天,TWD 799,['Day:1溫暖的家']
529,雄獅旅遊,旅展優惠價｜新北旅遊｜新北最大雙溪荷花園.小鎮散步.乘平溪線列車訪三貂嶺秘境聚落1日,https://travel.liontravel.com//detail?NormGroupID=ae21a810-c902-45fa-9d40-fe4c46d09972&GroupID=24TN607LTS-T&Platform=app,2024/06/15 (六),1,37,33,報名,,"出發地點
台北
集合地點
台北雄獅 站前門市雄獅南港車站門市
集合說明",['台北車站07:30集合、07:40出發→約08:05~08:15捷運南港站2號出口出發→09:00瑞三鑛業整煤廠→10:12自猴硐車站搭乘區間車，10:16抵達三貂嶺車站→三貂嶺聚落導覽→12:10自三貂嶺車站搭乘區間車，12:25抵達十分車站，十分老街午餐自理→14:20雙溪小鎮散步－雙溪三忠廟、渡船頭、打鐵舖→15:20雙溪荷花園→約17:00抵達捷運南港站→約17:30抵達台北車站'],共1天,TWD 799,['Day:1溫暖的家']
